Date,open,high,low,close,volume,change,bps,per,pbr,eps,div,dps,inst,ind,foreign,open_lastclose_ratio,high_close_ratio,low_close_ratio,diffratio,volume_lastvolume_ratio,close_ma5_ratio,close_ma10_ratio,close_ma20_ratio,close_ma60_ratio,close_ma120_ratio,volume_ma5_ratio,volume_ma10_ratio,volume_ma20_ratio,volume_ma60_ratio,volume_ma120_ratio,ind_diff,ind_ma5,ind_ma10,ind_ma20,ind_ma60,ind_ma120,inst_diff,inst_ma5,inst_ma10,inst_ma20,inst_ma60,inst_ma120,foreign_diff,foreign_ma5,foreign_ma10,foreign_ma20,foreign_ma60,foreign_ma120
2018-07-12,7050,7130,6970,7080,389416,0.004255319148936065,2629,25.65,2.69,276,1.06,75,43655400,-546764380,503471060,1.0,1.0070621468926553,0.9844632768361582,0.9957627118644068,0.6915218360269139,1.0039705048213272,1.0185584807941304,1.0344827586206897,1.0009425070688032,0.9207859627827332,0.8655396887207965,0.7458380632603275,0.8114613476664776,0.5857198816756075,0.40836467564529266,-944257530.0,-147913200.0,-130490183.0,7429072.0,250012175.66666666,15293125.333333334,388638290.0,38567072.0,105373540.0,57346962.5,-220228634.5,-52958700.416666664,388638290.0,38567072.0,105373540.0,57346962.5,-220228634.5,-52958700.416666664
2018-07-13,7140,7310,7110,7210,849418,0.01836158192090398,2629,26.12,2.74,276,1.04,75,-1506880,-692698030,651003960,1.0084745762711864,1.013869625520111,0.986130374479889,0.9902912621359223,2.1812611705733715,1.0163518466309558,1.0313259905592904,1.0520172174801197,1.0198981516408903,0.939627928192096,1.5632543269241388,1.491610963652631,1.6897673565508629,1.2811408618765152,0.9280943018814235,-145933650.0,-318600452.0,-272596522.0,-45704942.5,197845477.66666666,17594088.0,-45162280.0,-31889238.0,116090307.0,57210141.5,-168289028.33333334,-44448507.583333336,-45162280.0,-31889238.0,116090307.0,57210141.5,-168289028.33333334,-44448507.583333336
2018-07-16,7230,7320,7200,7240,460684,0.004160887656033285,2629,26.23,2.75,276,1.04,75,2630320,122235370,192456810,1.0027739251040222,1.011049723756906,0.994475138121547,0.9986187845303868,0.5423525284371181,1.0145739910313902,1.026222537207654,1.053090909090909,1.024745818687929,0.9454371340892768,0.848889476905977,0.8036096181125629,0.9424179413804683,0.6947533168070037,0.5120505136980353,814933400.0,-242984226.0,-282573433.0,-94720373.0,202927999.5,13370644.916666666,4137200.0,-39217506.0,115409489.0,76097951.5,-159404655.66666666,-39672227.583333336,4137200.0,-39217506.0,115409489.0,76097951.5,-159404655.66666666,-39672227.583333336
2018-07-17,7240,7270,7130,7210,405611,-0.004143646408839796,2629,26.12,2.74,276,1.04,75,430270580,-345932200,-87915600,1.0,1.0083217753120666,0.9889042995839112,1.0041608876560333,0.8804538468885397,1.007264599050014,1.0159222206566154,1.0440952863659403,1.0213670168811237,0.9435628987403893,0.7600670549849378,0.7158709906972828,0.8464540412023703,0.6138775237574703,0.4585712957699274,-468167570.0,-213133218.0,-218246882.0,-156047222.0,189078622.5,18614953.5,427640260.0,26013306.0,94857672.0,99512598.5,-152682955.33333334,-52032758.916666664,427640260.0,26013306.0,94857672.0,99512598.5,-152682955.33333334,-52032758.916666664
2018-07-18,7230,7440,7230,7310,1077394,0.01386962552011095,2629,26.49,2.78,276,1.03,75,898489540,-1599853700,692404430,1.0027739251040222,1.0177838577291383,0.9890560875512996,0.9890560875512996,2.6562248065264504,1.013869625520111,1.0263970794720585,1.0543015792889594,1.0359732621583957,0.9586361401016338,1.692672763087651,1.9339710530992356,2.091979454837681,1.6144092698635832,1.2425701793490622,-1253921500.0,-612602588.0,-273807972.0,-205548244.0,150732561.16666666,4694984.333333333,468218960.0,274707792.0,173444763.0,120407240.5,-132530876.83333333,-50717581.666666664,468218960.0,274707792.0,173444763.0,120407240.5,-132530876.83333333,-50717581.666666664
2018-07-19,7390,7400,7210,7230,716419,-0.01094391244870041,2629,26.2,2.75,276,1.04,75,278131840,480435820,-750411070,1.0109439124487005,1.0235131396957122,0.9972337482710927,1.0221300138312586,0.6649554387717028,0.9986187845303868,1.0117548278757347,1.0375260099017005,1.0252168364332475,0.950232191360729,1.0206777211509475,1.2439812456221322,1.3483824685943344,1.0680416999292388,0.8332793776112469,2080289520.0,-407162548.0,-277537874.0,-207758733.5,161488257.0,7147878.833333333,-620357700.0,321603080.0,180085076.0,145028093.5,-124608914.33333333,-49191258.666666664,-620357700.0,321603080.0,180085076.0,145028093.5,-124608914.33333333,-49191258.666666664
2018-07-20,7190,7330,7160,7240,356466,0.0013831258644536604,2629,26.23,2.75,276,1.04,75,239224170,-545045400,305821230,0.9944674965421854,1.0124309392265194,0.988950276243094,0.9930939226519337,0.4975663682844816,0.999171956941761,1.00976290097629,1.0340641291151895,1.0270960419917718,0.9536354056902002,0.5908457740469817,0.6217357937698399,0.669033375093256,0.5323521124036656,0.4200116978228947,-1025481220.0,-377632022.0,-348116237.0,-221217129.0,142806615.0,7677304.583333333,-38907670.0,369749290.0,168930026.0,148955717.5,-110760570.66666667,-45851872.0,-38907670.0,369749290.0,168930026.0,148955717.5,-110760570.66666667,-45851872.0
2018-07-23,7270,7290,7090,7150,556124,-0.012430939226519389,2629,25.91,2.72,276,1.05,75,298449820,118211190,-374392260,1.0041436464088398,1.0195804195804197,0.9916083916083916,1.0167832167832167,1.5601039089282007,0.9892086330935251,0.9955444165970482,1.0188087774294672,1.0154326832039386,0.943842472911281,0.8935114045116763,0.95464310574349,1.0331054103797441,0.8368792867646303,0.6664348712106678,663256590.0,-378436858.0,-310710542.0,-200476238.5,167412330.66666666,-4912429.833333333,59225650.0,428913190.0,194847842.0,157288461.5,-114843981.66666667,-35039249.416666664,59225650.0,428913190.0,194847842.0,157288461.5,-114843981.66666667,-35039249.416666664
2018-07-24,7210,7340,7160,7300,687652,0.020979020979021046,2629,26.45,2.78,276,1.03,75,313919050,-529141240,221360950,1.0083916083916085,1.0054794520547945,0.9808219178082191,0.9876712328767123,1.236508404600413,1.0074523875241512,1.013607331296862,1.036048822026682,1.037079130558318,0.9657681494956176,1.0130242438616934,1.1343063282941674,1.2356064574781647,1.042072332576371,0.8322446785380316,-647352430.0,-415078666.0,-314105942.0,-218692438.0,120343212.33333333,10468151.333333334,15469230.0,405642884.0,215828095.0,170072147.5,-108145057.16666667,-31230071.333333332,15469230.0,405642884.0,215828095.0,170072147.5,-108145057.16666667,-31230071.333333332
2018-07-25,6900,6980,6040,6110,5241972,-0.16301369863013704,2629,22.14,2.32,276,1.23,75,-1505971620,4568863970,-3019809810,0.9452054794520548,1.1423895253682488,0.9885433715220949,1.1292962356792144,7.623001169196047,0.8721096203254354,0.8595948227349466,0.8708045321741609,0.8694414799003913,0.8111696242864097,3.4675396993080625,4.880268008396861,6.516540128837236,7.572563990879071,6.114444239550671,5098005210.0,818664868.0,103031140.0,3872221.5,69517373.33333333,33813903.333333336,-1819890670.0,-75249348.0,99729222.0,103793939.0,-35698849.5,-43588783.833333336,-1819890670.0,-75249348.0,99729222.0,103793939.0,-35698849.5,-43588783.833333336
2018-07-26,6130,6290,5830,6200,1809233,0.014729950900163713,2629,22.46,2.36,276,1.21,75,138759450,-2471335440,2274418280,1.0032733224222585,1.014516129032258,0.9403225806451613,0.9887096774193549,0.3451435833690069,0.9117647058823529,0.8831908831908832,0.8875527879178298,0.8838203848895224,0.8257766629299533,1.045624506513188,1.487737042093589,2.0817125144400928,2.5457751941302273,2.1061045885592753,-7040199410.0,228310616.0,-89425966.0,-109958074.5,41304926.666666664,-6507345.166666667,1644731070.0,-103123826.0,109239627.0,107306583.5,-28297052.333333332,-31258999.0,1644731070.0,-103123826.0,109239627.0,107306583.5,-28297052.333333332,-31258999.0
2018-07-27,6220,6450,6220,6450,1265448,0.040322580645161255,2629,23.37,2.45,276,1.16,75,-242189910,-1299751540,1581328540,1.0032258064516129,1.0,0.9643410852713178,0.9643410852713178,0.6994389335149204,0.971093044263776,0.9288594470046083,0.9257265877287406,0.9206613536338766,0.8614357262103506,0.6618154896605581,1.0061602116179824,1.3851500341677083,1.74592205362167,1.4837572034946116,1171583900.0,77369388.0,-150131317.0,-211363919.5,24013092.333333332,-19261924.666666668,-380949360.0,-199406642.0,85171324.0,100630815.5,-33411929.666666668,-13026677.5,-380949360.0,-199406642.0,85171324.0,100630815.5,-33411929.666666668,-13026677.5
2018-07-30,6450,6660,6410,6620,977149,0.02635658914728678,2629,23.99,2.52,276,1.13,75,763622850,-1979677740,1199618780,1.0,1.0060422960725075,0.9682779456193353,0.974320241691843,0.7721763359695538,1.0128518971848226,0.961929671607091,0.949989237282055,0.9458268841528753,0.886567563948038,0.4894822938621968,0.7462873854352414,1.0380761825358682,1.3379542540080989,1.1530496442965354,-679926200.0,-342208398.0,-360322628.0,-321448030.5,-5951199.333333333,-34384320.083333336,1005812760.0,-106372036.0,161270577.0,138340033.0,-19367914.166666668,-8423755.333333334,1005812760.0,-106372036.0,161270577.0,138340033.0,-19367914.166666668,-8423755.333333334
2018-07-31,6670,6870,6640,6860,1164157,0.03625377643504524,2629,24.86,2.61,276,1.09,75,1457837710,-3528045250,2063318200,1.0075528700906344,1.001457725947522,0.967930029154519,0.9723032069970845,1.1913812530125907,1.063895781637717,1.0018986417409084,0.9839357429718876,0.9808407206176722,0.9212072380568704,0.5565890055602627,0.8404243599522785,1.1929064632823672,1.5829520204051803,1.3825035918919222,-1548367510.0,-941989200.0,-678533933.0,-448390407.5,-53309539.333333336,-43103379.666666664,694214860.0,122411696.0,264027290.0,179442481.0,6642555.166666667,-13144649.833333334,694214860.0,122411696.0,264027290.0,179442481.0,6642555.166666667,-13144649.833333334
2018-08-01,6910,6920,6760,6890,597310,0.004373177842565523,2629,24.96,2.62,276,1.09,75,201250110,-235092040,31471820,1.0072886297376094,1.004354136429608,0.9811320754716981,1.0029027576197387,0.513083716371589,1.0433070866141732,1.0124908155767818,0.9894449630214691,0.9858819040351045,0.927675425801674,0.5137446099863813,0.4466894457269818,0.6306452787916477,0.8133271214863389,0.7149274157745601,3292953210.0,-1902780402.0,-542057767.0,-407932869.5,-57504814.166666664,-36235515.083333336,-1256587600.0,463856042.0,194303347.0,183874055.0,-3795082.1666666665,-28351404.0,-1256587600.0,463856042.0,194303347.0,183874055.0,-3795082.1666666665,-28351404.0
2018-08-02,6890,6890,6730,6830,419586,-0.00870827285921627,2629,24.75,2.6,276,1.1,75,69983780,66261760,-133501380,1.0,1.0087847730600292,0.9853587115666179,1.0087847730600292,0.7024593594615861,1.0148588410104011,1.0096082779009607,0.9819567248939688,0.9781129913836313,0.9216652047770056,0.4742531619816215,0.320904693861927,0.4455580463581662,0.5772104060366814,0.5094072504085249,301353800.0,-1395260962.0,-583475173.0,-430506523.5,-60947811.833333336,-37355016.0,-131266330.0,450100908.0,173488541.0,176786808.5,-4147357.0,-38351554.166666664,-131266330.0,450100908.0,173488541.0,176786808.5,-4147357.0,-38351554.166666664
2018-08-03,6860,6920,6820,6870,302960,0.005856515373352744,2629,24.89,2.61,276,1.09,75,23271790,-376577530,364045510,1.0043923865300146,1.007278020378457,0.992721979621543,0.9985443959243085,0.7220450634673226,1.008218373936014,1.0211058263971462,0.988631457763707,0.9840762050278129,0.9289328089963604,0.4376564864632167,0.23265974180881582,0.3230713360512943,0.42003888853572924,0.37806617599413517,-442839290.0,-1210626160.0,-566628386.0,-457372311.5,-73967365.33333333,-36522256.0,-46711990.0,503193248.0,151893303.0,160411664.5,2978751.1666666665,-28614080.416666668,-46711990.0,503193248.0,151893303.0,160411664.5,2978751.1666666665,-28614080.416666668
2018-08-06,6950,6950,6800,6800,268472,-0.010189228529839833,2629,24.64,2.59,276,1.1,75,-136808920,130237880,5118530,1.0116448326055314,1.0220588235294117,1.0,1.0220588235294117,0.8861631898600475,0.9927007299270073,1.0159868519348574,0.9801801801801802,0.9747473540865327,0.9210763951598339,0.4876902144789163,0.21083185650567354,0.2893110145131816,0.3748992658609053,0.3391980675106771,506815410.0,-788643036.0,-565425717.0,-438068129.5,-64829598.666666664,-26381651.0,-160080710.0,323106894.0,108367429.0,151607635.5,-2461183.5,-28455942.083333332,-160080710.0,323106894.0,108367429.0,151607635.5,-2461183.5,-28455942.083333332
2018-08-07,6820,6880,6790,6880,283419,0.0117647058823529,2629,24.93,2.62,276,1.09,75,107142880,-604551070,496591190,1.0029411764705882,1.0,0.9869186046511628,0.9912790697674418,1.0556743347537174,1.0037934053107673,1.034430912644715,0.9932866527106042,0.9871111217389226,0.9337782050557032,0.7570975137131246,0.22986679487734743,0.30819781123540596,0.4006286271994136,0.36489420880214146,-734788950.0,-203944200.0,-572966700.0,-443536321.0,-83534579.5,-13324897.083333334,243951800.0,52967928.0,87689812.0,151758953.5,10400011.0,-48003875.333333336,243951800.0,52967928.0,87689812.0,151758953.5,10400011.0,-48003875.333333336
2018-08-08,6850,6860,6620,6680,540164,-0.029069767441860517,2629,24.2,2.54,276,1.12,75,301235900,178536830,-479906130,0.9956395348837209,1.026946107784431,0.9910179640718563,1.0254491017964071,1.9058849265574997,0.9806224310041104,0.9958258795468098,0.9669947886508397,0.9595862861520782,0.9084212554254825,1.4883822945099225,0.7081426626313041,0.5881239175408816,0.762502102419948,0.6989354153962323,783087900.0,-121218426.0,-1011999414.0,-454484137.0,-93347686.5,-15898422.083333334,194093020.0,72965086.0,268410564.0,184069893.0,19108150.166666668,-44940033.583333336,194093020.0,72965086.0,268410564.0,184069893.0,19108150.166666668,-44940033.583333336
2018-08-09,6680,6740,6650,6740,229024,0.008982035928143617,2629,24.42,2.56,276,1.11,75,49982420,-271186400,220523500,1.0,1.0,0.9866468842729971,0.9910979228486647,0.42398975126072824,0.9920518104209597,0.9967465246968352,0.9780873603250617,0.9690405444263396,0.9183708228775165,0.7051062197397969,0.3786967220040581,0.2515550016799697,0.32622666593134875,0.29801114993585137,-449723230.0,-188708058.0,-791984510.0,-440705238.0,-103747737.66666667,-19755283.75,-251253480.0,68964814.0,259532861.0,184386244.0,30273583.333333332,-38899889.166666664,-251253480.0,68964814.0,259532861.0,184386244.0,30273583.333333332,-38899889.166666664
2018-08-10,6630,6740,6630,6720,292258,-0.0029673590504450953,2629,24.35,2.56,276,1.12,75,-29043440,-64143250,92387490,0.983679525222552,1.0029761904761905,0.9866071428571429,0.9866071428571429,1.276102067905547,0.9934949733885275,0.9898365002209456,0.9786645306924925,0.9668832881705475,0.9173017859174156,0.9057562059259782,0.5759346883308086,0.331142358310358,0.41933992035701,0.3825119328022478,207043150.0,-126221202.0,-668423681.0,-409277499.0,-104616833.33333333,-24503322.166666668,-79025860.0,58501768.0,280847508.0,183009416.0,42083303.166666664,-34491982.833333336,-79025860.0,58501768.0,280847508.0,183009416.0,42083303.166666664,-34491982.833333336
2018-08-13,6650,6670,6450,6480,396442,-0.0357142857142857,2629,23.48,2.46,276,1.16,75,-83618450,46271740,35901710,0.9895833333333334,1.029320987654321,0.9953703703703703,1.0262345679012346,1.3564795488917327,0.9671641791044776,0.9564575645756458,0.9489639012960387,0.9333365340759057,0.886477119861374,1.1383460814204502,0.8821992651195248,0.45082861116512746,0.5722033187884864,0.5214956482176797,110414990.0,-143014430.0,-465828733.0,-413075680.5,-105300350.33333333,-16230698.416666666,-54575010.0,69139862.0,196123378.0,178696977.5,40789728.5,-37533796.833333336,-54575010.0,69139862.0,196123378.0,178696977.5,40789728.5,-37533796.833333336
2018-08-14,6530,6580,6480,6560,210319,0.012345679012345734,2629,23.77,2.5,276,1.14,75,2423700,-409075250,406631870,1.007716049382716,1.0030487804878048,0.9878048780487805,0.9954268292682927,0.5305164437673102,0.9885473176612417,0.9725722757598221,0.9652736904061212,0.9466317131244139,0.8995440573185086,0.630374407972152,0.5941291892493518,0.24185762071319358,0.3278681794873767,0.27854445263211985,-455346990.0,-103919266.0,-153931733.0,-416232833.0,-66506113.5,-8801092.666666666,86042150.0,48196026.0,50581977.0,157304633.5,19809489.5,-48387716.75,86042150.0,48196026.0,50581977.0,157304633.5,19809489.5,-48387716.75
2018-08-16,6510,6610,6400,6580,284533,0.0030487804878047697,2629,23.84,2.5,276,1.14,75,293855750,-367474070,83322880,0.9923780487804879,1.0045592705167172,0.9726443768996961,0.9893617021276596,1.3528639828070692,0.9945586457073761,0.9800417039022937,0.973444781418744,0.9513711504168876,0.9041980624327233,1.007142270575176,0.8816777015949233,0.34282928593688805,0.44784005585625536,0.3786973065799078,41601180.0,-213121446.0,-167169936.0,-354613851.5,-71462778.83333333,-18708420.083333332,291432050.0,46719996.0,59842541.0,127072944.0,17417871.666666668,-42470530.833333336,291432050.0,46719996.0,59842541.0,127072944.0,17417871.666666668,-42470530.833333336
2018-08-17,6640,6730,6580,6670,210282,0.013677811550151908,2629,24.17,2.54,276,1.12,75,158700650,-90213360,-68474620,1.0091185410334347,1.0089955022488755,0.9865067466266867,0.9955022488755623,0.739042571511916,1.010299909118449,0.9958196476560167,0.9908638490678155,0.9656869842189083,0.9185430007574192,0.7543294251682768,0.69678876480223,0.2613339862063994,0.3348206502190851,0.28109249853225876,277260710.0,-176926838.0,-182817448.0,-383146310.5,-95336244.33333333,-6745989.416666667,-135155100.0,68463642.0,68714228.0,121101384.5,28685734.5,-48274173.666666664,-135155100.0,68463642.0,68714228.0,121101384.5,28685734.5,-48274173.666666664
2018-08-20,6720,6720,6570,6590,220404,-0.01199400299850073,2629,23.88,2.51,276,1.14,75,-1341190,152881890,-184547290,1.0074962518740629,1.0197268588770865,0.9969650986342944,1.0197268588770865,1.048135361086541,1.0021289537712896,0.9880059970014993,0.9837289147633975,0.955580260041568,0.9095195923953673,0.8336132165388281,0.750869497229771,0.27624900763982596,0.35528630992294985,0.2951999603014155,243095250.0,-133521810.0,-129871506.0,-348249946.0,-99059996.16666667,-6645133.916666667,-160041840.0,74004092.0,66252930.0,109073116.5,25521884.666666668,-48825290.666666664,-160041840.0,74004092.0,66252930.0,109073116.5,25521884.666666668,-48825290.666666664
2018-08-21,6590,6730,6550,6720,298133,0.019726858877086473,2629,24.35,2.56,276,1.12,75,59019720,-561188810,502584230,1.0,1.0014880952380953,0.9747023809523809,0.9806547619047619,1.3526660133209925,1.0144927536231885,1.0087060942659862,1.0063646574316736,0.9753501536079732,0.9293855959062778,1.2181910006856418,1.0055150493528113,0.379813461017725,0.4834632700883497,0.39979636020632936,-714070700.0,-255013920.0,-199014175.0,-382219946.0,-109942254.0,-7435809.083333333,60360910.0,102531726.0,85835794.0,97101611.5,30450274.333333332,-52757581.25,60360910.0,102531726.0,85835794.0,97101611.5,30450274.333333332,-52757581.25
2018-08-22,6740,6740,6580,6580,322938,-0.02083333333333337,2629,23.84,2.5,276,1.14,75,-348179520,421892420,-75127940,1.0029761904761905,1.0243161094224924,1.0,1.0243161094224924,1.08320112164705,0.9927579963789982,0.9921592279855247,0.9907400436648347,0.9560247965904688,0.9113047492642391,1.208338010461801,1.074848801646332,0.4211995889189676,0.5265083876416333,0.45773492874423843,983081230.0,-88820386.0,-96369826.0,-334668263.0,-108567004.66666667,-17550321.083333332,-407199240.0,32411082.0,40303554.0,63996683.0,33009327.5,-51986658.25,-407199240.0,32411082.0,40303554.0,63996683.0,33009327.5,-51986658.25
2018-08-23,6570,6680,6560,6680,213034,0.015197568389057725,2629,24.2,2.54,276,1.12,75,3423580,-114109230,111018150,0.9984802431610942,1.0,0.9820359281437125,0.9835329341317365,0.659674612464312,1.0048134777376654,1.0072376357056694,1.0014992503748126,0.9716363636363636,0.9264588606497695,0.8421707618096587,0.7956847156179934,0.41344691281592466,0.35278220141807953,0.3062643343815263,-536001650.0,-38147418.0,-125634432.0,-568816923.0,-121728266.33333333,-16560633.333333334,351603100.0,-25675352.0,10522322.0,139466443.0,46251787.833333336,-42761685.333333336,351603100.0,-25675352.0,10522322.0,139466443.0,46251787.833333336,-42761685.333333336
2018-08-24,6640,6670,6550,6630,255305,-0.007485029940119792,2629,24.02,2.52,276,1.13,75,-83141690,-131157030,214679930,0.9940119760479041,1.0060331825037707,0.9879336349924586,1.0015082956259427,1.1984237257902495,0.9984939759036144,1.0013593112822836,0.9908092355973996,0.9654402485195612,0.9207800474509577,0.9745849410679684,0.9442982222537846,0.5834651322420792,0.4266741612185629,0.3694407037034692,-17047800.0,-46336152.0,-111631495.0,-451808002.5,-136542686.66666666,-17377275.416666668,-86565270.0,-74043820.0,-2790089.0,128371386.0,48116963.166666664,-39338159.666666664,-86565270.0,-74043820.0,-2790089.0,128371386.0,48116963.166666664,-39338159.666666664
